Business Name,Address,City,State,Number of Reviews,Site,Phone,Photo,pricing,wide_selection,sell_antiques,sell_books,clean_organized,sell_clothes,sell_furniture,sell_jewelry,sell_gift_items,sell_premium_brand,sell_merchandise,friendly_employees
Antiques & What Nots,"10055 US-50, Salida, CO 81201",Salida,Colorado,54,No data available,+1 719-239-2010,https://lh5.googleusercontent.com/p/AF1QipOLj1iyvHkLE4iBmuUEj_Y-gi0RoRXMKTSR-YUy=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Dan Sharp Luxury Outerwear,"218 Steele St, Denver, CO 80206",Denver,Colorado,25,http://dansharpluxuryouterwear.com/,+1 303-333-6666,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEM2AElp7DDJeCMpXeuCuC8p4agdWWRbwXpVJAV2vKRpz8Q5mqGigPQcffrdX4wnsLUOH-g24Wr28op4lgbbuW5752lbQnXM8K8j2VzrN1L-Vr5eg_z4S2SD3Eku220j4TGz3a1YKktzusFJfbxz7JlCoGP-y5au1MxA2IryYQzmTbJbJV_JOHTsGPrD8MaNLF36O8=w800-h500-k-no,High,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes
Emporium,"313 Main St, Frisco, CO 80443",Frisco,Colorado,120,No data available,0,https://lh5.googleusercontent.com/p/AF1QipOv1YOoJ-8m6AH95moJDkkC7BHm5Pq9KlOHiTdy=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Gone For Good,"2268 S Broadway, Denver, CO 80210",Denver,Colorado,137,https://www.goneforgoodstore.com/,+1 303-736-2387,https://lh5.googleusercontent.com/p/AF1QipN8FvzZuBNlBtGrCqlgVP4wo1RulOhq7bKj0zKo=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Dunn Deal Resale Store,"3101 Main Ave #3, Durango, CO 81301",Durango,Colorado,74,No data available,+1 970-385-0385,https://lh5.googleusercontent.com/p/AF1QipMYaACjeKHy3WL8xlxCH7BC5m9MbKlXiDiAOOJm=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Amazing Garage Sale,"4919 Broadway, Boulder, CO 80304",Boulder,Colorado,121,http://theamazinggaragesale.com/,+1 303-447-0417,https://lh5.googleusercontent.com/p/AF1QipPji1H9J0MOcBDRFtIypPblDjfJVfGX-ohCIuSk=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Goodwill Store & Donation Center,"3610 Dillon Dr, Pueblo, CO 81008",Pueblo,Colorado,729,https://goodwillcolorado.org/shop/locations/,+1 719-545-0173,https://lh5.googleusercontent.com/p/AF1QipMqrLX-mI9S1QnA5dLS92QRr4UkzAnS5uMfpjy-=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Divide Venture Foods,"11115 US-24 #B1, Divide, CO 80814",Divide,Colorado,697,https://mymarketstores.com/divide/,+1 719-687-9433,https://lh5.googleusercontent.com/p/AF1QipPDFq4zvdXBZhRsE-NOq4AAMiVsS0WAyfrQYMfp=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Shoppe Internationale,"608 Sixth St, Georgetown, CO 80444",Georgetown,Colorado,58,No data available,+1 720-988-0643,https://lh5.googleusercontent.com/p/AF1QipMuaA0ZYpgQp1aXLPOLejT3zn1XJfy2pGEkZfLM=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Vintage Willows Boutique Loveland,"202 E 4th St, Loveland, CO 80537",Loveland,Colorado,71,http://www.vintagewillows.com/,+1 970-699-2510,https://lh5.googleusercontent.com/p/AF1QipNt7g8xU1XU4tRp7HMxYFfap7WJ3AKnNc1ZNMaf=w800-h500-k-no,High,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Red Mountain Trading Post,"1515 Main St, Ouray, CO 81427",Ouray,Colorado,38,No data available,+1 970-325-4188,https://lh5.googleusercontent.com/p/AF1QipNEfItDxvjyTdmOBfHG-3SMO5-9FokW7zWk0WYO=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Land Of Ozz,"131 S Union Ave, Pueblo, CO 81003",Pueblo,Colorado,38,No data available,+1 719-388-6191,https://lh5.googleusercontent.com/p/AF1QipNzMnRnFv1_YfkhtrbfYMEJSw1QTHd3MbKELQDD=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Office Liquidators Denver,"445 Bryant St, Denver, CO 80204",Denver,Colorado,54,https://www.officeliquidators.com/,+1 303-900-7223,https://lh5.googleusercontent.com/p/AF1QipMTk6qwMJe4quLfAuXOxtS_N2FZTX6CXIvft2kK=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
4Th & Main Exchange,"365 Main St, Delta, CO 81416",Delta,Colorado,109,No data available,+1 970-822-2437,https://lh5.googleusercontent.com/p/AF1QipOXxwYFoEXnBHA5xazZm7RDej9LHx5vXEg3EBR1=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Bumps & Bundles,"2600 East St, Golden, CO 80401",Golden,Colorado,73,http://www.bumpsandbundles.net/,+1 303-279-9224,https://lh5.googleusercontent.com/p/AF1QipPPAqMY0AOpD4QYqSSpoElRdib-p05l-xtjIju0=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Golden Pantry And Thrift,"1401 Ford St, Golden, CO 80401",Golden,Colorado,53,No data available,+1 303-279-5674,https://lh5.googleusercontent.com/p/AF1QipNxk4tXTi4acLWjset1o8a7dYev91_TtwYkiSY8=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Heirlooms Antique Mall,"1947 S Havana St, Aurora, CO 80014",Aurora,Colorado,586,https://heirloomsantiquemall.com/,+1 303-337-6880,https://lh5.googleusercontent.com/p/AF1QipP24-rqAc-cAjFjYrGt9yX4sDv1mDhsbrVRffy0=w800-h500-k-no,Mid-Range,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Wise Buys Antiques,"190 2nd Ave, Niwot, CO 80544",Niwot,Colorado,25,No data available,+1 303-652-2888,https://lh5.googleusercontent.com/p/AF1QipPK_vB8ZdjNXZnfoCOf9JpkBqDreoJkLMNV3-9b=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Clothes Mentor Littleton,"8601 W Cross Dr, Littleton, CO 80123",Littleton,Colorado,146,No data available,No data available,No data available,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Quantum Peach,"112 E 4th St, Loveland, CO 80537",Loveland,Colorado,27,https://www.instagram.com/quantumpeach112/,0,https://lh5.googleusercontent.com/p/AF1QipNU-R9t6WfUXyW2TYqwDSZ0zmzVqeO34flmNIeD=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
New Horizons Thrift Store,"2930 N Elizabeth St, Pueblo, CO 81008",Pueblo,Colorado,630,https://www.newhorizonsthriftstores.com/thrift-stores/pueblo-co/,+1 719-276-2676,https://lh5.googleusercontent.com/p/AF1QipM0rD-h9WfEz6bt9zlOBu4Isl0fWi2RfupjOYs9=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Front Range Mercantile Indoor Flea Market And Antique Mall,"1201 S Sunset St, Longmont, CO 80501",Longmont,Colorado,382,https://frontrangeindoorfleamarket.com/,+1 303-776-6605,https://lh5.googleusercontent.com/p/AF1QipNKkDKiRfRQoBuqOqC0BfSN74z5i-T5QZ8Yars=w800-h500-k-no,Mid-Range,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Park Hill Treasures,"6035 E Colfax Ave, Denver, CO 80220",Denver,Colorado,73,https://www.parkhilltreasures.com/,+1 720-701-2644,https://lh5.googleusercontent.com/p/AF1QipMvWsiZ27SUxSCfckfUhFitmSO16B9qOA2NQIR7=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Habitat For Humanity Of The St. Vrain Valley Restore,"1351 Sherman Dr, Longmont, CO 80501",Longmont,Colorado,488,http://www.stvrainhabitat.org/restore,+1 303-776-3334,https://lh5.googleusercontent.com/p/AF1QipP-KaMqsDbf2r11-fWb0QH7pKOVSj2tbf7SzpAZ=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Rustic Log Furniture Inc,"5787 Rd 5.75 S, Alamosa, CO 81101",Alamosa,Colorado,50,https://www.rusticliving.com/,+1 719-589-0656,https://lh5.googleusercontent.com/p/AF1QipNe1Jr70IsfFyl-bOpsVSFw1X-5rs2-w5mfP6NY=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Always Picken,"17364 US-34, Fort Morgan, CO 80701",Fort Morgan,Colorado,70,No data available,+1 970-370-2166,https://lh5.googleusercontent.com/p/AF1QipN0t6_VhBMNy2d7D2fihDa2WOa6LK9fVCXTfzjc=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
David Ellis Cherry Creek,"2640 E 3rd Ave, Denver, CO 80206",Denver,Colorado,155,https://davidellisjewelry.com/,+1 303-322-8779,https://lh5.googleusercontent.com/p/AF1QipNkfA34y34uZuLNrhfj5ap8SJVrwomMPU-x7QV7=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Dd's Discounts,"4250 North Dr, Pueblo, CO 81008",Pueblo,Colorado,472,https://www.ddsdiscounts.com/,+1 719-545-1618,https://lh5.googleusercontent.com/p/AF1QipPpXZXmxR4Z3XKQWodbtZB-RnATnzR7MujxgjbJ=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
A&R Market Llc,"4626 US-160, Cortez, CO 81321",Cortez,Colorado,74,No data available,+1 970-739-3332,https://lh5.googleusercontent.com/p/AF1QipOxq2VHi2OsA00E6pm5mw_K9gowt80FlO0UdGzy=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Mile High Thrift Store,"650 Malley Dr, Northglenn, CO 80233",Northglenn,Colorado,908,http://redwhiteandbluethriftstore.com/northglenn-co/,+1 303-286-1781,https://lh5.googleusercontent.com/p/AF1QipPKR3ekSwGxmMJMqckAomAn0hBZXNZY-SKAG18k=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Clothes Mentor Fort Collins,"4519 S College Ave, Fort Collins, CO 80525",Fort Collins,Colorado,228,No data available,No data available,No data available,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Ragged Mountain Sports,"810 CO-133, Carbondale, CO 81623",Carbondale,Colorado,96,http://www.raggedmountainsports.com/,+1 970-510-5185,https://lh5.googleusercontent.com/p/AF1QipNLcRa1hUfdN8-KNCwCRIDH4F_ZUp0pUY1WclQx=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Mountain Essentials Llc,"526 Front St, Fairplay, CO 80440",Fairplay,Colorado,37,http://mountainessentialsllc.com/,+1 303-880-7258,https://lh5.googleusercontent.com/p/AF1QipPC7dDSz0D2g4t2eiJeeLNjBw40na4Wl8vcbwJz=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Arc Thrift Stores,"2401 27th St, Greeley, CO 80634",Greeley,Colorado,533,https://arcthrift.com/,+1 970-330-7082,https://lh5.googleusercontent.com/p/AF1QipPTmqy0gbMkc1ZiFj-wUXWK7a1w6NSqmrC38-qX=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
My Kid's Closet,"6235 S Main St, Aurora, CO 80016",Aurora,Colorado,50,https://www.mykidsclosetcolorado.com/,+1 720-457-0000,https://lh5.googleusercontent.com/p/AF1QipNwsEscEuX9N0hxQQ7WKqBFMXjgAm79AbUFFIsb=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Mountain States Children's Home Thrift Store,"818 Coffman St, Longmont, CO 80501",Longmont,Colorado,168,https://www.msch.org/mountain-states-childrens-home-thrift-store/,+1 303-834-9510,https://lh5.googleusercontent.com/p/AF1QipN2BeiyvBY6yu1XgsFLK0Ul4xNHsWaRvpgAMvIV=w800-h500-k-no,Low,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Marie-Margot Couture,"1972 S Grant St, Denver, CO 80210",Denver,Colorado,46,https://www.mariemargot.com/,+1 303-748-3562,https://lh5.googleusercontent.com/p/AF1QipNzy50hsU3yBf8jbtMGHaE-q2D3T2A8ReWtCtpv=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Treasures Thrift,"1638 Park St, Castle Rock, CO 80109",Castle Rock,Colorado,87,http://treasuresstore.org/,+1 303-688-6129,https://lh5.googleusercontent.com/p/AF1QipNNOn_WplQKffPhO8H5Bag8ZzmSUGxSVyaYbYb4=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Common Collective,"613 E 13th Ave, Denver, CO 80203",Denver,Colorado,156,No data available,+1 720-955-3332,https://lh5.googleusercontent.com/p/AF1QipNeFLcPALyNRKF3Pgs9BhN7LAcUnSiHbuSEmjIP=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Antiques Etc.,"5736 E Colfax Ave, Denver, CO 80220",Denver,Colorado,260,http://denverantiques.com/,+1 303-329-8208,https://lh5.googleusercontent.com/p/AF1QipPebqD3gTOBwmSc25LtGnva5Bas5UEFPHR7954q=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Sports Plus,"1055 S Gaylord St, Denver, CO 80209",Denver,Colorado,108,http://www.sportsplusdenver.com/,+1 303-777-6613,https://lh5.googleusercontent.com/p/AF1QipN-tVPlfs4b7PdLXRXcY5LL51MuE_mvx5IqzMid=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Classy Closet Llc,"1012 E Main St, Montrose, CO 81401",Montrose,Colorado,76,No data available,+1 970-249-1372,https://lh5.googleusercontent.com/p/AF1QipP0vrHop4EeB9CuicHqZTTrzDemlkd4k4W4mr-m=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Boss Vintage,"10 S Broadway, Denver, CO 80209",Denver,Colorado,62,http://www.bossvintage.com/,+1 303-871-0373,https://lh5.googleusercontent.com/p/AF1QipOC4rNvxstQprKdxq2ItlurmStQERp1oVaJw2e3=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Colorado Gifts,"2380 6th St, Limon, CO 80828",Limon,Colorado,28,http://coloradogifts.biz/location.html,+1 719-775-2993,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KzjaOVPi4pBe2rbua63L2w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=186.78668&pitch=0&thumbfov=100,Mid-Range,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes
Lulu's Thrift Shoppe,"574 CO-133, Carbondale, CO 81623",Carbondale,Colorado,64,No data available,+1 970-963-1984,https://lh5.googleusercontent.com/p/AF1QipNwocFw0exjoxA-0ty_KwTBXzEHVkUIVCkd2aIO=w800-h500-k-no,Low,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Nest Furnishings,"222 Chapel Pl, Avon, CO 81620",Avon,Colorado,114,http://www.nestvail.com/,+1 970-949-0989,https://lh5.googleusercontent.com/p/AF1QipPs_LqyihVEnT1ck-gVVZLktByGMp1xAvItsKfe=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Pals- Pet Assistance League Store,"131 E Main St, Trinidad, CO 81082",Trinidad,Colorado,25,http://palsoftrinidad.org/,+1 719-680-0525,https://lh5.googleusercontent.com/p/AF1QipNSE41A8x6K7hVazkzFSHbQSUBOgZhVh7YqjdRn=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Goodwill Milford Store & Donation Station,"1712 Boston Post Rd, Milford, CT 06460",Milford,Connecticut,104,https://www.gwct.org/,+1 203-878-6242,https://lh5.googleusercontent.com/p/AF1QipPnnRlQEssVmFtVnIHfEgdb1rRy92ND6CKyA3ho=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Hunt,"20 Bank St, New Milford, CT 06776",New Milford,Connecticut,48,http://thehuntct.com/,+1 860-799-0775,https://lh5.googleusercontent.com/p/AF1QipOyGYikJhpFCQhhpXtTvEKG-GmJkptDWmdmZ1zG=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Shops At Marlborough Barn,"45 N Main St, Marlborough, CT 06447",Marlborough,Connecticut,178,http://www.shopsatmarlboroughbarn.com/,+1 860-295-1114,https://lh5.googleusercontent.com/p/AF1QipPX51aZsuCgRsq1wv85DIFsC24YqC4OIstypJEi=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Timeless Consignment,"1333 E Main St, Meriden, CT 06450",Meriden,Connecticut,57,No data available,+1 203-440-4075,https://lh5.googleusercontent.com/p/AF1QipNIecyYkYk9ROfzMV6IZSKdo20oxcuLdMGFua5W=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
The Marketplace By Fofie & Mia,"248 Mill St, Greenwich, CT 06830",Greenwich,Connecticut,27,http://themarketplacect.com/,+1 203-531-6030,https://lh5.googleusercontent.com/p/AF1QipN-3aG0sv3mtQ1MM62DOHbhb86wZqpM32WQCnur=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Pearls & Plaid,"117 Main St, Old Saybrook, CT 06475",Old Saybrook,Connecticut,34,http://www.shoppearlsandplaid.com/,+1 860-662-9630,https://lh5.googleusercontent.com/p/AF1QipPm0eLWKDJCRR1WHdwiCI7L4wbxNyjS9qUCyZwy=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Paradise Green Consignments,"3649 Main St, Stratford, CT 06614",Stratford,Connecticut,35,No data available,+1 203-690-1287,https://lh5.googleusercontent.com/p/AF1QipMrp0TEcbbyenXFz7tYRA3nZ91Goip2pvVacBtg=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Classic Home Furnishings,"1602 Boston Post Rd, Milford, CT 06460",Milford,Connecticut,27,http://classichomefurnishings.net/,+1 203-783-1312,https://lh5.googleusercontent.com/p/AF1QipMY5FNviUZCiTdO6YmAax4i64wEcWGFwGOVSiVu=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Play It Again Sports,"685 Queen St, Southington, CT 06489",Southington,Connecticut,101,http://www.playitagainsportssouthingtonct.com/,+1 860-621-0045,https://lh5.googleusercontent.com/p/AF1QipNobbR4TFw9QMu7RxOPrWbw4S-pBH2VW2qeFnxG=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Naily's Sewing Studio,"165 S Broad St STE 16, Pawcatuck, CT 06379",Pawcatuck,Connecticut,49,https://www.facebook.com/Nailys-SeWing-Studio-1456536554640772/,+1 860-865-8158,https://lh5.googleusercontent.com/p/AF1QipOTUlOC_ah4KpFlMmPw5djgAyim8MXNm934v5V4=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Sophia's Costumes And Gifts,"428 E Putnam Ave, Greenwich, CT 06807",Greenwich,Connecticut,139,https://sophiasgallery.com/,+1 203-869-6911,https://lh5.googleusercontent.com/p/AF1QipNqROunZziz9_a6pKuQO3Ylh5b5oRa4stdX-hZ_=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes
Brides To Be,"2277 Main St, Glastonbury, CT 06033",Glastonbury,Connecticut,103,http://www.bridestobe-cons.com/,+1 860-633-3639,https://lh5.googleusercontent.com/p/AF1QipNCoXu8Deb4dEIUEcq3q2FPzjZzOeven7QFE1ck=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Stork & Fashion Exchange Llc,"1430 Boston Post Rd, Westbrook, CT 06498",Westbrook,Connecticut,65,http://www.storkexchange.net/,+1 860-399-4636,https://lh5.googleusercontent.com/p/AF1QipN_mI-dzoXsdefoXS0FXU_k1nrKoN1NQXCkKBbt=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Tag Sale Warehouse,"12 Cross St, Norwalk, CT 06851",Norwalk,Connecticut,41,https://www.facebook.com/tagsalewarehouse/,+1 203-354-7322,https://lh5.googleusercontent.com/p/AF1QipMMZGuku8fO1jvcZkz23H2sxXrAJHmL_7-l9l3N=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Plain Goods,"17 E Shore Rd, New Preston, CT 06777",New Preston,Connecticut,57,http://www.plain-goods.com/,+1 860-868-0280,https://lh5.googleusercontent.com/p/AF1QipM9KU4INdTykqZRYqfqYHzruW9cBolqq4kG29Q=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Past To Present,"260 Main St, Niantic, CT 06357",Niantic,Connecticut,95,http://www.pasttopresentct.com/,+1 860-449-3312,https://lh5.googleusercontent.com/p/AF1QipOswLS78J6N4h7ZBxE-UJwYIbI8tgBCuj03zRGS=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Vintage Shops,"42 Bridge St, East Windsor, CT 06088",East Windsor,Connecticut,75,http://www.the-vintage-shops.com/,0,https://lh5.googleusercontent.com/p/AF1QipMUaotAD_cxbkYsJ8uIQU1vurEULEzmS0tGwZtT=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
1 Stop New And Used Tires Shop Llc,"596 E Main St, New Britain, CT 06051",New Britain,Connecticut,158,http://www.1stoptiresct.com/,+1 860-505-7633,https://lh5.googleusercontent.com/p/AF1QipMkX7vzHSqR4-izxNnXJCCn0oCJ3SG20mzJrhWP=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Cinderella's Attic,"1058 Boston Post Rd, Guilford, CT 06437",Guilford,Connecticut,33,http://www.cinderellasatticct.com/,+1 203-458-2211,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lQe66yREkda7EeVY64_uFg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=156.10588&pitch=0&thumbfov=100,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Samantha's Furniture,"893 Maple Ave, Hartford, CT 06114",Hartford,Connecticut,33,No data available,+1 860-241-9911,https://lh5.googleusercontent.com/p/AF1QipPF0dj_ILOrW4ojm0kxiONojZxkM4wgeokem3lT=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Once Upon A Child,"99 Farmington Ave, Bristol, CT 06010",Bristol,Connecticut,82,http://www.onceuponachildbristol.com/,+1 860-584-8131,https://lh5.googleusercontent.com/p/AF1QipObRTY7wOJXNbcRZdT4oYdjm-GegoCzpUq4ydn_=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Olde Red Saltbox,"273 Main St, Niantic, CT 06357",Niantic,Connecticut,53,http://olderedsaltbox.com/,0,https://lh5.googleusercontent.com/p/AF1QipMuqd24Gq93ULCt9aGXX4fgeJYZem2fcGryhCPk=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Htc Home,"920 Bantam Rd, Bantam, CT 06750",Bantam,Connecticut,30,https://homehtc.com/,+1 860-361-6299,https://lh5.googleusercontent.com/p/AF1QipM1__GK2hh3qR0khTVzZTbbqATe17MIP1p2fJhJ=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Lee's Antique Center,"27 Kent Rd, New Milford, CT 06776",New Milford,Connecticut,39,No data available,+1 860-717-4111,https://lh5.googleusercontent.com/p/AF1QipPuX2tx2DvRLCyrvJT2hcvtQ8kvQczeUiQwrHf2=w800-h500-k-no,Mid-Range,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Collinsville Antiques Co,"283 Main St, New Hartford, CT 06057",New Hartford,Connecticut,296,http://www.collinsvilleantiques.com/,+1 860-379-2290,https://lh5.googleusercontent.com/p/AF1QipNpUk0xMr7YkGxHy-1nlrZoDe7_hUEhSQlJHD-_=w800-h500-k-no,Mid-Range,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Shoppers World (Brass Mills),"495 Union St #1018, Waterbury, CT 06706",Waterbury,Connecticut,319,http://www.shoppersworldusa.com/,+1 203-755-8502,https://lh5.googleusercontent.com/p/AF1QipMQbskHxvAOEOAeiqtseMwyRoEc2MeEHN_Q_8TP=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Revival Home Consignment,"588 New Park Ave, West Hartford, CT 06110",West Hartford,Connecticut,33,http://revivalhomestore.com/,+1 860-313-0093,https://lh5.googleusercontent.com/p/AF1QipPw825TD74QXmi2XvLlffHStVwWs2bMsL4ABxJy=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Goodwill Orange Store And Donation Center,"305 Boston Post Rd, Orange, CT 06477",Orange,Connecticut,180,https://www.goodwillsne.org/locations/,+1 203-584-9007,https://lh5.googleusercontent.com/p/AF1QipP3y5VB4z0pOd_pVIPMbkQw9AzeN9kAzskHx-BU=w800-h500-k-no,Mid-Range,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Fairfield County Antique & Design Center,"39 Knight St, Norwalk, CT 06851",Norwalk,Connecticut,48,http://www.fairfieldantiqueanddesign.com/,+1 203-826-8575,https://lh5.googleusercontent.com/p/AF1QipPft9qklLKgTRmYVj2ypIv_8BBl4k1wUscEJlzF=w800-h500-k-no,Mid-Range,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
Baby-Go-Round Groton,"333 Long Hill Rd, Groton, CT 06340",Groton,Connecticut,62,http://calendly.com/bgrct,+1 860-446-8174,https://lh5.googleusercontent.com/p/AF1QipOA0yuCMFajhwg3e13n3V4hOCqu_IEpEkJYreyW=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Dinette Depot,"2691 Berlin Tpke, Newington, CT 06111",Newington,Connecticut,61,http://www.dinettedepot.com/,+1 860-666-5000,https://lh5.googleusercontent.com/p/AF1QipMv4DAmY-frtlzyOPNBo8YZjDia8bkr_Y3o5oT9=w800-h500-k-no,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
Second Chance Shop,"12 Station St, Simsbury, CT 06070",Simsbury,Connecticut,30,No data available,+1 860-658-7152,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DTkLO0QI7js86Q9cuy7rQw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=25.16668&pitch=0&thumbfov=100,Mid-Range,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
